Date,Price,Close,Dividends,High,Low,Open,Stock Splits,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,,,
2010-06-29,1.5926669836044312,0.0,1.6666669845581055,1.1693329811096191,1.2666670083999634,0.0,281494500
2010-06-30,1.5886670351028442,0.0,2.0280001163482666,1.553333044052124,1.7193330526351929,0.0,257806500
2010-07-01,1.4639999866485596,0.0,1.7280000448226929,1.3513330221176147,1.6666669845581055,0.0,123282000
2010-07-02,1.2799999713897705,0.0,1.5399999618530273,1.24733304977417,1.5333329439163208,0.0,77097000
2010-07-06,1.0740000009536743,0.0,1.3333330154418945,1.0553330183029175,1.3333330154418945,0.0,103003500
2010-07-07,1.053333044052124,0.0,1.108667016029358,0.9986670017242432,1.0933330059051514,0.0,103825500
2010-07-08,1.1640000343322754,0.0,1.1679999828338623,1.0379999876022339,1.0759999752044678,0.0,115671000
2010-07-09,1.159999966621399,0.0,1.1933330297470093,1.1033329963684082,1.1720000505447388,0.0,60759000
2010-07-12,1.136667013168335,0.0,1.2046669721603394,1.1333329677581787,1.196666955947876,0.0,33037500
2010-07-13,1.2093329429626465,0.0,1.2426669597625732,1.1266670227050781,1.1593329906463623,0.0,40201500
2010-07-14,1.3226670026779175,0.0,1.3433330059051514,1.184000015258789,1.1959999799728394,0.0,62928000
2010-07-15,1.3259999752044678,0.0,1.4333330392837524,1.2666670083999634,1.329332947731018,0.0,56097000
2010-07-16,1.3760000467300415,0.0,1.4199999570846558,1.3366669416427612,1.3799999952316284,0.0,39319500
2010-07-19,1.4606670141220093,0.0,1.4833329916000366,1.3946670293807983,1.4246670007705688,0.0,37297500
2010-07-20,1.3533329963684082,0.0,1.4566669464111328,1.3366669416427612,1.4566669464111328,0.0,27379500
2010-07-21,1.3480000495910645,0.0,1.3933329582214355,1.2999999523162842,1.3773330450057983,0.0,18787500
2010-07-22,1.399999976158142,0.0,1.4166669845581055,1.3580000400543213,1.3666670322418213,0.0,14367000
2010-07-23,1.4193329811096191,0.0,1.4373329877853394,1.4040000438690186,1.4126670360565186,0.0,9804000
2010-07-26,1.3966670036315918,0.0,1.4333330392837524,1.3533329963684082,1.4333330392837524,0.0,13833000
2010-07-27,1.3700000047683716,0.0,1.4119999408721924,1.3506669998168945,1.3940000534057617,0.0,9295500
2010-07-28,1.3813329935073853,0.0,1.3933329582214355,1.3673330545425415,1.3700000047683716,0.0,7008000
2010-07-29,1.3566670417785645,0.0,1.3919999599456787,1.3333330154418945,1.3846670389175415,0.0,9240000
2010-07-30,1.329332947731018,0.0,1.3626669645309448,1.303333044052124,1.3466670513153076,0.0,6403500
2010-08-02,1.3946670293807983,0.0,1.3980000019073486,1.3553329706192017,1.3666670322418213,0.0,10771500
2010-08-03,1.463333010673523,0.0,1.463333010673523,1.3880000114440918,1.399999976158142,0.0,18457500
2010-08-04,1.4173330068588257,0.0,1.4786670207977295,1.3899999856948853,1.463333010673523,0.0,13695000
2010-08-05,1.363332986831665,0.0,1.4366669654846191,1.3366669416427612,1.4359999895095825,0.0,11943000
2010-08-06,1.305999994277954,0.0,1.343999981880188,1.301332950592041,1.340000033378601,0.0,11128500
2010-08-09,1.3066669702529907,0.0,1.3320000171661377,1.2966669797897339,1.3266669511795044,0.0,12190500
2010-08-10,1.2686669826507568,0.0,1.309999942779541,1.254667043685913,1.309999942779541,0.0,19219500
2010-08-11,1.1933330297470093,0.0,1.2586669921875,1.190000057220459,1.246000051498413,0.0,11964000
2010-08-12,1.1733330488204956,0.0,1.1933330297470093,1.1593329906463623,1.1866669654846191,0.0,10365000
2010-08-13,1.2213330268859863,0.0,1.2300000190734863,1.1773329973220825,1.2120000123977661,0.0,9510000
2010-08-16,1.2519999742507935,0.0,1.2533329725265503,1.2173329591751099,1.2300000190734863,0.0,7287000
2010-08-17,1.2766669988632202,0.0,1.2933330535888672,1.2519999742507935,1.2640000581741333,0.0,6718500
2010-08-18,1.2513329982757568,0.0,1.305999994277954,1.2400000095367432,1.305999994277954,0.0,9019500
2010-08-19,1.25266695022583,0.0,1.2833329439163208,1.222000002861023,1.2359999418258667,0.0,8686500
2010-08-20,1.273332953453064,0.0,1.2740000486373901,1.2339999675750732,1.2433329820632935,0.0,4440000
2010-08-23,1.3420000076293945,0.0,1.3593330383300781,1.2666670083999634,1.2726670503616333,0.0,16321500
2010-08-24,1.2799999713897705,0.0,1.3140000104904175,1.2633329629898071,1.2833329439163208,0.0,10096500
2010-08-25,1.3266669511795044,0.0,1.3320000171661377,1.237333059310913,1.2773330211639404,0.0,7549500
2010-08-26,1.3166669607162476,0.0,1.3513330221176147,1.3066669702529907,1.3259999752044678,0.0,6507000
2010-08-27,1.3133330345153809,0.0,1.324666976928711,1.2999999523162842,1.3166669607162476,0.0,5694000
2010-08-30,1.324666976928711,0.0,1.3459999561309814,1.307332992553711,1.3133330345153809,0.0,10992000
2010-08-31,1.2986669540405273,0.0,1.3193329572677612,1.2886669635772705,1.3106670379638672,0.0,3016500
2010-09-01,1.363332986831665,0.0,1.3793330192565918,1.3066669702529907,1.3079999685287476,0.0,7423500
2010-09-02,1.4040000438690186,0.0,1.4160000085830688,1.3539999723434448,1.3580000400543213,0.0,7306500
2010-09-03,1.4033329486846924,0.0,1.4199999570846558,1.3773330450057983,1.391332983970642,0.0,6519000
2010-09-07,1.369333028793335,0.0,1.399999976158142,1.3666670322418213,1.3739999532699585,0.0,3651000
2010-09-08,1.3933329582214355,0.0,1.3966670036315918,1.3733329772949219,1.3773330450057983,0.0,4326000
2010-09-09,1.380666971206665,0.0,1.4033329486846924,1.3793330192565918,1.399999976158142,0.0,5643000
2010-09-10,1.3446669578552246,0.0,1.3953330516815186,1.3173329830169678,1.3833329677581787,0.0,5799000
2010-09-13,1.3813329935073853,0.0,1.3933329582214355,1.3666670322418213,1.3926670551300049,0.0,5412000
2010-09-14,1.4079999923706055,0.0,1.440000057220459,1.3686670064926147,1.369333028793335,0.0,9820500
2010-09-15,1.4653329849243164,0.0,1.4666670560836792,1.3860000371932983,1.3986669778823853,0.0,10269000
2010-09-16,1.3960000276565552,0.0,1.5440000295639038,1.3893330097198486,1.476667046546936,0.0,40267500
